a	b	c	d	e
561|562	Et la damoisele dist a son frere Sire alez vos an poingnant|et aportez ou vos tant de robe com vos trouverez en ma chambre;	Et adonc la da moiselle dit a son frere|Sire alsez uous en a nostrehostel|⁊ me appoitez toutes les robes q̃ uoꝰ trouuerez en ma chambre	que vn tonel y la donzella dixo al Cauallero su hermano hermano yd agora corriendo amy camara y traedme quanta Ropa y fallaredes y traedme	Et la damsoisele dist a son frere|Sire ales vous ent poignant|et aportes auec vous tant de reubes comme vous troueres en ma cambre	Sire|andate vo tosto|e recate tante di robe come vo' trove rete in mia camera
563	si coucherons ici cel chevalier	si coucherõs icy ce cheualier		si coucherons chest cheualier yci	
564	car je cuit bien	car ie cuide	mas vna bucheta	Car iou quit bien	ch i credo bene
565|566	que qui orandroit l amporteroit qu il le couvandroit a morir|Et li chevaliers saut sor son cheval	que se on lemportoit en ce point quil le couuendroit mourir|Le cheua lier|qui frere estoit a ceste damoiselle mõta in continent sur son cheual	que fallaredes y sobre el arca y traed vna tienda	que qui orendroit lenporteroit quil le conuendroit morir|Et li cheualiers saut sor son cheual	che chi oraindiritto ne l portasse|elli el convesre bbe morire|E I cavaliere salta in su' cavallo
567	et la damoisele li prie de tost revenir	et sen alla	do fagamos	Si li prie la damoisele de tost reuenir	e lla damigella il priega di tosto rivenire
568	Et il s en vait tant com il puet del cheval traire	tant que il peut|et reuĩt moult tost	do este este cauallero	Et il sen uait tant comme il puet del cheual traire	
569|570|571	si ne demore gueres qu il revient|et fait aporter de robe I|roncin chargié	Si fist amener ung roucinn tout charge de robes	ca si lo lleuasemos de aqui|luego seria muerto y|luego fue el cauallero su hermano|quanto pudo y traxo vna bestia cargada de Ropa	Si ne demora gaires|que il reuint|et faisoit aporter sour|j|roncin tant de robes comme il pooit	si non dimora guari|ch elli riviene|e ffa aportare di robe un ronzino caricato
572|573	et aporte en sa main une fiole|que cele li ot conmandé a aporter	⁊ apporte en sa main une fiolle|que ellelui auoit cõmande|⁊ b	e traxo ensu mano vna bucheta quele mando traer su hermana y	Et aportoit en sa main vne fyole|que cele li auoit commande a aporter	e reca in sua mano une fiale|che quella li ebbe comandato a recare
574	Et quant il est revenuz	ii|quant il est reuenu	quando el vino hera ya tal parado don lançarote|que no veia ni punto	Et quant il est reuenus	! E quand egli è ritornato
575	si voit Lancelot tel atorné qu il ne voit goute	si treuue sãcefot tel atour|ne quil ne uoit goute:	e la donzella lo hauia ya desarmado antes|que se ynchase	si voit lancelot tel atorne quil ne veoit goute	si vide Lancelotto tale atornato|che non vedea punto
576|577	car ja ert li venins|si montez qu il avoit le viaire tout enflé	car le uenin tuy auoit ia tout le uiaire ẽfsle	e fizolo desnudar y echar envna Cama y echo tanta Ropa sobre el quanta vna azemila podria lleuar y fizo armar sobre el vna tienda muy fermosa|por tal quele non fiziese mal la calentura y el Cauallero pregunto asu hermana|si podria el Cauallero ser sano çierto hermano non vos puedo asegurar	quar ia li ert li venins sormontes|Si quil auoit le daire tout enfle	ché giàera il veleno|si montato|ch elli avea il visaggio tutto enfiato
578|579	Et la dame fist I|lit aporter	Et la damoysesle lup fait faire ung lit	que non soy çierta	Et la damoisele fist|j|lit aporter	E la damigella fa un letto recare
580|581	puis i couche Lancelot qu ele ot fait desarmer des lors qu il conmança a enfler|Et quant il est couchiez		si llego la ponzoña al corazon	puis y coucha lancelot|que elle ot fet desarmer dez lor quil commencha a enfler|Et quant il est couchies	e vi corica Lancelotto|che l ebbe fatto disarmare dall ora|ch elli cominciò a enfiare|
582|583	si giete sor lui toute la robe qu ele avoit illuec|si que I roncin fust toz chargiez de porter la robe	si y couche lancelot	mas vien podeis deçir	si giete sour lui toute la robe|que elle auoit illuec|si que vns roncins fust tous chargies|? de la robe	si getta sopra lui tutte le robe|ch ella avea ne luogo|si ch un ronzino ne fosse tutto caricato del portare le robe
584|585|586|587|588|589|590|591	qui sus lui estoit;|puis conmande a aporter I|pavillon|et le tait tandre sor aux|por le chaut|que mal ne li feist|Et li chevaliers demande a sa seror s ele cuide|que li chevaliers puist garir	et le fait tres bien couurir|puys cõmande a tendre ung pa ueillon|que le chault ne leur fist mal|Le che¬ ualier demande a sa seur se il pourra garir	que si ende escapaua|que nunca cauallero detan grande auentura escapo y|si el ende escapa el darala tan buena espadada|como nunca dio conel ayuda de dios y conlo	qui sor lui estoit|puis commanda a aporter|i paueillon|et le fait tendre sour euls|por le solleil quil mal ne li feist|Et li cheualiers demande a sa seror se elle quide|que li cheualiers doiue garir	che sopra lui era|“Poscia comanda a recare un padiglione|e lfa stendere sopra lui per lo caldo|che mal non gli facesse|'E cavaliere domanda a sua serocchia s ella crede|che l cavaliere possa guarire
					aSe m aiuti lddio
592	Si m aïst Diex fait ele je ne vos en aseur pas	se maist dieu fait elle ie ne uous en asseure pas		Si mait diex fet elle iou ne vous en asseur pas	diss ella|i' non vo n asicuro passo
593|594|595	car j ai paor|que cil venins ne li soit montez sor le cuer mes itant vos di je bien que se Diex donne qu il en eschape sain|et haitiez encor ferra il maint bel cop d espee	car iay paour q̃ le uenin ne luy soit monte au ceur|mes tant uous diz	que yo y trauajare|ansi fizo la donzella yazer adon lanzarote hasta ora de visperas y ella lo cobria atan bien	Car iai paour|que li venins ne li soit montes sour le cuer|mais ytant vous di iou bien|que se diex donne quil en escape sains	ch io ho paura|che questo veleno non gli sia montato in sul cuore|; ma tanto vo dich io bene che|e atato|ancora farà elli molti be' colpi di lancia
					se Dio aconsente
					ch elli ne scampi sano
596	et de la lance	si plaist a dieu qͥl en eschape dcques cheualier neschapa de telle	que sudase aquel agua	et haities	e di spada|
597|598|599|600|601|602|603|604|605|606|607	Einsi demorent devant Lancelot jusques aprés vespres|et cele l ot moult bien couvert|por suer a angoisse;|et por la chalor qu il soffroit li estoit il avis|que pis li faisoit la chalor|que li venins|mais il ne se pooit remuer ne dire mot:|si fu|si destroiz tout le jor qu il sambloit mielz mort|que vis|car toute l angoisse	Insp sont deuant lãcelot iusq̃s pres de uespres le q̃l estoit sy fort couuert pour le faine suer|que il luy estoit aduis quil estain|gnoit mes il nauoit tant de pouoir qͥl sepeust remuer ne dire mot|et tant estoit destroit tout le iour quil sembloit mieulx mort q̃ uif|mes il ne fut õcques sy altaint qͥ̃l ne pensast tous¬ iours a la ropne:	que beuiera|ca mas le aCuitaua aquel sudor|que la ponzoña ental manera yogo cargado de Ropa|que no se podia Reuoluer nin fablar vna palabra y tan cuitado fue don lanzarote aquel dia|que ante quisiera ser muerto	que encore ferra il maint biau cop despee: ANsi demeurent deuant lancelot iusques apres uespres|Et la damoisele lot moult bien couuert pour suer par force|et por la calor quil soffroit li estoit il auis|que pis li faisoit la calors|que li uenins|Mais i ne se ne pooit remuer ne dire mot|Si fu|si destrois tote iour quil sambloit mieus mors|que vis|quar toute langoisse	e quella l ebbe molto ben copreto per lui fare sudare a forza|; per lo calore|ch elli sofferia|li era elli aviso|che peggio li facea il calore|che l veleno|ma elli non|si potea rimuovere né dir motto|“Si fu|si distretto tutto il giorno|ch elli sembrava me' morto|che vivo|ché tutta l angoscia
608|609|610|611	que homme puet soîfrir soffroit il|Mes onques ne fu|si atainz qu il ne pansast plus a la roine|que a soi	car il sauoit biẽ|que ia la roi ne ne sauroit plus tost sa mort	que biuo quel sufrio tanta cuita quanta ome non podia sufrir pero no fue el tan cuitado|que con todo su mal no pensase enla Reina anteque ensi mesmo	que on poroit soffrir il soffroit|mais onques ne fu|si atains quil ne pensast plus a la royne|que a soi	che uomo può soferire sofferia elli|vMa unque non fu|si vinto|che non pensasse più alla reina|che a ssé
612|613|614	car il savoit bien que ja|si tost ne savroit sa mort qu ele morroit aprés lui;|et ce ert la chose par quoi il ert Dlus dolanz;	quelle apres ne mourroit|Et cest la chose au mõde qͥ plus luy fait mal	ca sauia el muy bien|que tan ayna	Car il pensoit bien|que ia|si tost ne sauroit sa mort quele morroit apres lui|Et ce ert langoisse de coi il ert plus dolans	ch elli sapea bene che|già|si tosto non saprebbe sua morte|com ella morebbe appresso lui|: ercciò era la cosa per|ch egli era più dolente
615|616|617	si fu en tel dolor|et en tel angoisse tote jor|et tote la nuit ne onques ne se torna ne ne dist mot ne ne fu descouverz ainz sua touz jorz	si est en telle engoise tout le iour|et toute la nuit q̃ õcques ne se remua ne ne dit mot ne ne fut descounert	como ella supiese|que hera muerto	Si en fu en tele angoisse|et en tel dolor toute ior|& toute nuit ne ne se torna onques ne dist mot ne ne fu descouers ains sua tote ior	Si fu in tal dolore e'n tale angoscia tutto giorno|e tutta la notte|né unque non
					si volse né non disse nullo motto
					; né non fu discoperto
					anzi sudò tutto giorno
618|619	si c onques ne fu tel merveille veue ; ne onques cil de laienz ne se couchierent ainz furent adés devant lui|car la damoisele lor avoit deffandu qu il ne le a remuassent	Ne onc ceulx de le¬ ans ne se couchereut la nuyt|ains furẽt tous iours deuãt luy|car la damoiselle ne uouloit pas qͥl se remuast par aucune aduanture	que ella seria	si que onques ne ne fu tel meruelle ueue|ne ne se coucherent point cil de laiens ains furent tout ades deuant lui|quar la damoiselle auoit desfendu quil ne se remuaissent	si ch unque non fu tal maraviglia veduta|; né unque que' di là entro non|chélla damigella loro avea comandato|che non
					si rimutasono
					A lo ndomane
					si coricarono
					anzi furono a continovo dinanzi lui
620	A l andemain antor midi se commança Lanceloz a plaindre	Andemain entour midi se cõmenca lõ¬ celot a plaindre		endemain entour miedi se commencha a plaindre	intorno mezodi|si comincia Lancelotto a piagnere
					e disse
					
					Dio
					questa gran calura m uccide
					— Sire
621|622	et dist Ha Diex ceste grant chalor m ocist! — Sire ce dist la damoisele encor le vos couvient a soffrir dusque a demain|que vos serez sainz	et dit|Ceste grãt sueur me fait mourir Sire fait la damoiselle ẽcore la uoꝰ cõuient il souffrir iusq̃s a demain|que uous seres sain	luego muerta y esto hera la Cosa del mundo quelo	Et dist ha ; diex ceste Lgrans calors mochist|Sire fait la damoisele encore le vous conuient a souffrir iusques a demain|que vous seres sains	disse la damigella|ancora il vo conviene a soferire insino a domane|che vo' sarete sano
623|624	et haitiez|se Dieu plest	⁊ haictie se dieu plaist	mas Cuitaua Como la hermana del Cauallero	& haities se|? dieu plaist	e atato|se Dio piace
625	Et il se test	et il se taist		Et il sen taist a	“E elli|si stette
626|627	que plus ne parole|et ele dist a son frere Sire se cest chevalier pooie garir ne m an devroit il estre miens par raison	que plus nen parle|Et elle dist a sonfre re|sire se ie pouoie ce cheualier garir ne debue rait il estre mien desormais	que amaua adon lanzarote se Razonaba Consigo ENtal Cuita estaua don lanzarote todo aquel dia	tant que plus nen parole|Et la damoisele dist a son frere sire : se iou cestui cheualier pooie garir|ne deueroit il estre par raison miens	che più none parlò|s i' questo cavaliere posso guarire|dunque non doverebbe
					e bene
					essere mio per ragione
					e quella disse a su fratello
					Sire
628|629	?|Et il dist Certes oîl	etil dist|Certes ouy	e toda la noche	Et il dist certes oil	?|E elli disse|
					oil
630|631	car nos savons bien se il en eschape|que c ert par vos	car sil en eschape nous saurons bien|que uous laures garp	que nunca vbo poder dese Reuoluer ni de fablar ni se descubrir antes sudo todo el dia y toda la noche tanto|que marauilla fue	quar nous sauons bien sil en escape ce ne sera se par vous non	ché noi sapremo bene|se ne scampa|che vo l arete guarito
					— “ A nome di Dio
					diss ella
632	— Enon Dieu fait ele je vos aseur qu il sera dedenz XV	Eu nõ dieu fait elle ie uaꝰ asseure|que auãt qͥl soit		Par mon chief fait elle iou vous asseur quil sera dedens|XV	i' vo asicuro|ch elli sarà di dentro xv
633	jorz ausi sains	xu|iours il sera aus¬		iors tous sains	giorni atresi sano
634	et ausi hetiez com il onques fu plus se Diex me donne santé	si sain quil fut oncques se dieu me donne san te		et tous haities aussi comme il fu onques ou plus se diex me donne sante	e altresi atato come fu unque più|se Dio mi dona santà
635	Lors sont plus liez	Et lois sont ilz plus ioieuly		Lors furent il plus lie	“Allor son egli più lieti
636	que il n estoient devant;	que deuant		que il nauoient este deuant	che davanti
637	si font metre la table	si sont mettre les tabies		Si font metre la table	si Dnno mettere le tavole
638|639	et manjuent|Et quant il ont mengié	et mẽguent|quãt ilz eu rent mẽge	e otro dia demañana tanto	& mangierent|Et quant il orent mangie	e mangiarono|e quando elli ebbono mangiato
640	si s endorment devant Lancelot	si sendormẽt deuãt lan		si se cocherent deuant le lit lancelot	si si dormirono davanti Lancelotto
641|642	car moult avoient veillié celui jor|Einsi sueffre cele nuit	car monlt auoient petit repose la nuit de deuant		Car moult auoient veillie celui iour Ensisouffrirent toute cele nuit	ché molto avieno vegghiato quel giorno|e l altro dinanzi|ojelnsi soferirono quella notte|A lo ndomane
		Insi seuffre lancelot celluy iour			
643	et l andemain antor prime parla Lanceloz	et la nuyt|⁊ lendemain entour prime ꝑta		lendemain entor prime parla lancelot	intorno terza|parlò Lancelotto
644	et dist Damoisele vos m ociez	⁊ dist|Damoiselle uous moccies		Si dist ha : damoisele vous mocies	e disse|Damigella
645|646	qui tant me faites soffrir ceste chalor|— Voire sire fait ele	qui tant me faictes souffrir ceste challeur		qui tant me faites soffrir ceste calour : voire sire fait elle	vo' m uccidete|che tanto mi fate soferire questo gran calore|— Vero|diss ella
647	si vos em plaingniez vos beneoiz soit ore Diex			si vous en plaignies|Beneois soit ore diex	se vo ne piagnete voi|benedetto sia lddio
648|649|650	qui le pooir vos en a donné! Car par mon chief n a encor gueres|que je ne cuidoie mie|que jamais issist parole de vostre bouche	Uoire faitelle sire uous en plaingnies uous	que el sudor quedo a don lanzarote traxo vn vnguento muy preçiado la donzella y vntole las coiunturas del Cuerpo	qui le pooir vous en a donne|quar parmon chief il na encore sNiel gaires|que iou quidoie|que iamais nissist parole de uostre bouche	che l podere ne vo à donato ché|per mi' capo|e non à ancora guari|ch io non credea|ch elli giamai uscise parola di vostra bocca
