	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
448|449|450|451	ausi apresté de deffendre |que|se l’en les volsist asaillir. De ce se merveilla molt Lancelos ;|si se drece erraument 	ausi aprestes de desfandre: |comme se len les uosist asaillir. |Si se meruilla mout lanc̃. |si se dresce erraument. 	et aussi pres de euls desfendre|que se on les volsist assaillir. |Ne chou sesmerueille moult lancelot. et se drece em pies 	aussi aprestez de deffendre |commen se len les uoulsist assaillir . De ce se merueille moult lancelot. |si se drece erranment 	comme se len uoulsist assaillir. De ce se merueille lancelot |si se dresse sur piez 	como si quisiesen defender de algunos |quelos quisiesen acometer |Desto se marauillo mucho lançarote 	si vide |ch’e cavalieri avieno gli elmi in testa, le spade in mano, altresi aprestati d’asalire |come se l’uomo gli dovesse manomettere. api ciò si maraviglia molto Lancellotto, |si diriza isnellamente 
452|453	et vet cele part, |si salue les chevaliers	et ua cele part |et salue les cheualiers. 	si vait cele part |et salue lez cheualiers.	et uait celle part |si salue les cheualiers. 	et ua celle part et salue les cheualiers. 	e fue alla contraellos e ellos le dixeron señor bien seades venido 	e va in quelle parti, |si saluta i cavalieri, 
454|455|456|457	et il dient |que bien soit il venus. |Et il entre dedens les prones par un petit huisselet a |et esgarde les prones	et il dient|que bien soit il uenus . |et il entre dedens les prones par .i. petit usselet. |et esgarde les prones 	Et il li dient |que bien soit il venus. |Et lancelot entre dedens les prones 	et ilz dient |que bien soit il uenu. |Et il entre parmy ung petit huisset dedans les proues. |Et regarde les prones	Et ilz dient |que bien soit il uenu. et lancelot entre dedens les prones par ung petit huysset |et regarde les prones 	e el les rrindio sus saludes |e lançarote cato vn poco los arcos 	e dicono |che ben sia elli venuto. |Ed elli entra di dentro el chiuso, |ov'era lo nta. elli ella glio, per un piccolo uscio di ferro, |e guarda lo ntaglio 
458|459	qui tant sont riches |qu’il ne cuide pas 	qui tant sont riches|quil ne cuide pas 	qui tant sont beles et riches. |Et regarde lez prones |quil ne quide pas 	qui sont tant riches |que il ne cuide pas 	qui tant sont belles et riches |quil ne cuide pas 	Porque heran muy Ricos e muy fermosos que vien cuidaua 	che tanto est ricco |che non crede passo 
460	que nus rois les peust esligier; 	que uus rois les poist eligier. 	que vns roys lez peust esligier.	que ung roy les peust esliger. 	que ung roy les peust esligier. 	Que vn Rey No los podia tales façer 	che nullo re il potesse fare fare, 
461	puis voit delés les chevaliers une tombe, la plus riche	et puis uoit deles les cheualiers une tonbe la plus riche 	Et voit deles lez cheualiers vne tombe la plus riche 	Et puis uoit de la les cheualiers une tombe la plus riche 	et uoit delez les cheualiers une tombe la plus riche 	e el |asi Catando vio dentro enlos arcos vna muy Rica tumba 	e vide dallato il cavaliere una tomba, la più ricca 
462|463	qui onques fust fete par home, |kar ele ert tote d’or fin a chieres pierres precioses 	qui onques fust ueue. par home . |Car ele ert tote dor fin a pierres precieusez 	que onques fust ueue de nul cheualier |Car elle estoit toute de fin or a pierres precieuses 	qui oncquez fust ueue par hom̃e. |car elle estoit toute dor fin a pierres precieuses 	que encques feust ueue de nul homme: |car elle estoit de fin or a pierres precieuses 	qual nunca tal viera el ni ome del mundo que hera toda de oro fino e de piedras preçiosas 	ch’unque fosse veduta per huomo, |ch’ell’era tutto d’oro fine a pietre pretiose 
464|465	qui molt valoient miels d’un grant roialme. |Se la tumbe fu de grant bialté, nient ne monte la bialtés envers la richece 	qui plus ualoient dun roiamne. |et dee la conbe fu de grant biaute. |Noiant monte a la richesce 	qui valoient. j. grant royalme. |Et se la tombe estoit de grant biaute. noient fu de la grant rikece 	qui plus ualoient dung grant royaume De la tombe fu de grant beaute riens ne monte la biaute enuers la richece 	qui plus ualloient que ung grant royaume. |Et se la tombe fut de grant beaute/ |ce nestoit riens enuers la grant richesse: 	que estaua toda labrada de diuersas maneras |e de muy muchas cosas de figuras |e de otras cosas que tal tumba de tal manera nunca viera 	che più valieno d’uno gran |reame.Se-lla tomba fu di gran biltà, niente fu della biltà inverso la riccheza 
466|467	dont ele estoit |et avec ce estoit ele la greignor 	dont ele estoit. |et auec ce estoit ele la grignors 	dont elle estoit. |Et auec tout chou estoit elle la plus grande 	dont elle estoit. |et auec ce estoit elle sa plus grant 	et auec ce estoit elle la greigneure	ni ome del mundo |que la non ouiese visto no podria asmar la fermosura 	dond’ella era piena e Pntorniata, |e con esso ciò era ella la magiore 
468	que Lancelos eust onques veue : 	que lanc̃. ueist onques. 	quil eust ao onques mais veue. 	que lancelot eut oncquez ueue 	qu il uist encques. 	que enella auia de tales cosas |como enella estauan e don lançarote se marauillo 	che Lancellotto avesse unque veduta.Molto lungamente riguarda Lancellotto la tomba 
469	si se merveille molt 	Si se merueille mout 	Si sen est trop merueillies 	si se merueille moult 	si est moult esmerueillie 	e dixo entresi mesmo 	che troppo gli sembia oltragiosamente piena di gran riccheza, |si sarebbe a suo aviso al re Artù, 
470	qui puet estre li princes 	qui pot estre li princes 	qui li princes pooit estre 	qui puet estre le prince 	qui pouoit estre le prince 	Quien podria ser el prinçipe 	e molto si maraviglia chio può essere el principe |che di dentro fu messo. 
471	qui dedens fu mis. Il demande as chevaliers 	qui dedens fu mis. |si demande as cheualiers 	qui illueques estoit mis |Et il demande as cheualiers 	qui dedans fu mis Il demande es cheualiers	qui fut illec mis. |Et il demande aux cheualiers 	que enella yaçia |e lançarote pregunto alos caualleros 	Quand’egli à molto isguardato, |si domanda e cavalieri 
472	qui sont iluec. « Sire, font il, nos gardons le cors	que il font illuec. Sire font il nos garoons le cors 	que il font illueques. Sire font il nous gardons le cors 	quilz font ilecquez. Sire font ilz nous gardons le corps 	qui illec sont de quoy ilz seruent. Sire nous gardons le corps 	e dixo |señores que estades aqui façiendo señor dixeron los caualleros nos guardamos el cuerpo 	che fanno nel luogo. Sire, dicono elli, noi guardiamo il corpo 
473	qui en ceste tumbe est. 	qui est dedens ceste tonbe 	qui chi gist en ceste tombe 	qui est en ceste tombe 	qui gist dedens ceste tombe 	que yaze enesta tumba 	che in questa tomba giace 
474|475	qu'il n’en soit portez fors de çaiens;|si somes. V. 	que il nen soit portes hors de saiens. |Si i somes .u. 	quil nen soit portes de chaiens. |Si sommes. v. 	quil nen soit porte de ceans. |si y sommes u. 	qu il ne soit porte hors de ceans. |Si sommes cinq 	quelo no lleuen dende aqui 	che no ne sia portato fuori di qua entro; |sì siamo qui v. per lui guardare ciascuno giorno, 
476	por garder le de jors, par nuit en i a autres. V. 	por le garder chascun ior. et par nuit en i a autre .u. 	por lui garder cascun ior. |Et la nuit en y a autres. v. 	pour le garder chascun iour. |Et de nuyt en y a autre cincq 	pour le garder chacun iour: |et par nuit en y a autres cinq 	e nos lo guardamos çinco caualleros de dia |e otros çinco de noche 	e per la notte ce n’à altri cinque 
477|478|479	qui font autretel servise comme nos faisons de jors. — |Et por quoi, fet Lancelos, avez vos poor |qu’il n’en soit portés? — Sire, font il, 	qui font autretel seruise com uos faisons de ior. |et porcoi fait lanc᷑. auez uos pa our|que il nen soit portes. 	qui font autretel seruice |comme nous faisonz de ior. |Et de coi aues vous paor fait lancelot. Sire font il vnz des freres de chaiens 	qui y font tel seruice |comme nous faisons chascun iour.|Et pour quoy fait elle auez uous paour |quil en soit ouste. Sire font ilz pour ce 	qui font autel seruice |comme nous faisens de iour.|Et pour quoy auez uous paour fait lancelot |quil ne soit emporte. Sire fent ilz pource 	que no façemos y al Auedes miedo dixo Lançarote |que voslo lleuen de aqui |señor dixeron ellos 	che fanno altrettale servigio |come noi facciamo il giorno. |— E perché, disse Lancellotto, avete voi paura |che non ne sia tratto? |— Sire, dicono elli, per ciò 
480|481	por ce que uns des freres de çaîens |qui molt est preudom et de sainte vie nos dist n’a encor gaires 	SIre font il por ce que uns freres de saiens |qui est mout preudoms et de sainte uie nos dit na encore gaires 	qui moult est de sainte vie Nous dist na encore gaires 	que ung des freres de ceans |qui moult est preudomme et de sainte uie nous dist na encor gueres	que ung des freres de ceans nous dist na encores gaires 	si que vn fraile de aqui |que mucho es buen ome e de sancta vida nos a dicho 	che uno de frati di qua entro, che molto est produomo e di santa vita, no disse, non à ancora guari, 
482|483|484|485	que uns chevaliers vendroit ceste part |qui a force l’en osteroit |et fors de cest païs l’en feroit porter. |Et nos, gens de ceste terre, voldrions miels morir 	que uns cheualiers uandroit ceste part |qui a force len osteroit. |et fors de cest pais len feroit porter et nos gens de ceste terre uodriens miex morir 	que vns cheualiers vendroit chaiens |qui par sa force len osteroit. |et le feroit mener hors de cest pais. |Et nos gens de ceste terre voldroient miex morir 	que ung cheualier uiendroit ceste part |qui a force sen osteroit et hors de ce pays len feroit porter deuant nous |Et nous de ceste terre aymerions mieulx mourir 	que ung cheualier uendroit ceste part |qui a force len osteroit et hors de ce pais le feroit porter et nos gens de ceste terre aymeroient mieulx mourir 	que vn cauallero vernia aesta tierra |que por fuerça lo lleuaria desta tierra |e las gentes desta tierra querrian antes ser muertos 	ch’uno cavaliere verebbe in queste parti |ch’a forza ne l trarebbe |e 'l manderebbe fuori di questo paese, a nostri occhi vegendo.|E noi di questa terra voremo meglio morire 
486	qu’il fust remués d’entre nos : por ce 	quil fust remuez dantre nous. porce 	quil fust remues dentre nous. 	quil fust remue dentre nous pour ce le gardons nous ainsi 	que il fust remue dentre nous 	que el fuese lleuado de entre nos 	che fosse rimutato di tra noi, 
487|488|489	si le gardons issi com vos veez, |lar li preudom i nos dist |que li chevaliers ne demoreroit pas 	si le gardons ensi com uos ueez. |Car li preudons nos dit |quil ne demorroit mie: 	Et por chou le gardons nous ensi comme vous vees. |car li preudom nous dist ke li cheualiers ne demourroit pas 	comme uous ueez |Car le preudomme nous dist|que le cheualier ne demourroit pas 	car le preudomme nous dist |que le cheualier ne demouroit pas	e poreso lo guardamos |asi como vedes |ca el ome bueno nos dixo |que no tardaria mucho el buen cauallero 	perciò si l guardiàn noi, |insi come vo' vedete, ciascuno giorno e ciascuna notte, 
490	qu’il ne venist — 	quil ne uenit. 	ke il ne uenist	quil ne uenist De celle mesmes matiere dessus dicte. 	quil ne uenist. 	Que no viniese alo sacar 	ché l produomo no disse 
491|492	Or me dites. fet Lancelos, ne fu cil molt haus princes |a cui l’en fist si haute sepulture? — Sire, font cil, haus hom fu il et riches; avec ce qu’il fu haus hom fu il li plus preudom 	Or me dites fuit lanc̃ ne fu cil mout riche princes a cui si riche sepouture fu faite. Sire font a haus hons et riches fu il.	Or me dites fait lancelot. |et ne fu cils cheualiers moult haus homs a qui on fist ceste sepulture. Sire font il haus homs fu il et riches. |Et auec chou fu il li plus preudoms	Or me dictes fait lancelot. fut il pas moult hault prince |a qui len fist si riche sepulture. Sire font ilz il fu si riche |et o tout ce 	Or me dictes fait lancelot. |Ne feust pas cest cheualier hault prince |a qui len feist ceste sepulture. Sire font ilz ce fust ung hault homme et riche/ |auec ce fust le plus preudomme 	Agora me deçid dixo lançarote |quien fue este tan Rico prinçipe |que yaze entan rrica sepultura 	che l cavaliere non dimorebbe passo a venire». o! ee- Or mi dite, disse Lancellotto, non è quelli molto alto principe |a cui l’uomo fece si ricca sepoltura? - ire, dicono elli, alto huomo fu elli e ricco, |e con tutto 
				quil fu si hault homme. il fu le plus preudomme 			
		et li plus prendons 					
493	qui onques fust a son tens. —	qui onques fust a son tans. 	qui fust a son tamps. 	qui oncquez fust en son temps.	qui onques fust en son temps. 	Señor Dixeron ellos Mucho fue alto ome 	che fu alto huomo de più del mondo, fu elli el più produomo |ch’unque fosse a suo 
494	Ha, Diex, fet Lancelos, 	Ha: diex fait il 	Ha : diex fait lancelos 	haa dieu fait il 	Haa dieux fait lancelot 	e el mas noble |Que nunca fue visto ay dios dixo lançarote quien fue señor dixeron ellos 	tempo.—Ha!, Iddio, disse Lancellotto, |chi fu elli? 
495	qui fu il ?— Sire, font il, se vos conoissiés letres, veoir le porriés, 	qui fu il. Sire font il se uos quenoisiez lestre sauoir le poez 	qui fu il. Sire font il se vous connissies point de lettres vous poes bien sauoir |qui il fu. 	qui fut il. Sire font il |se uous cognoissez lectres uous le pourrez tantost sauoir. 	qui fust il. Sire font ilz sy uous cengnossies lettres bien pouries scauoir|qui il fust/ 	si sabedes leer vien podedes saber quien es el que aqui yaze 	— Sire, dicono elli, |se vo' conoscete lettere, sapere il potete per tempo, 
496|497|498	kar ses nons est escris el chief de cele lame. » |Lors va Lancelos cele part, |si regarde les letres 	Car ses nons est escris el chief de cele lame. |Lors ua lanc̃. cele part |et regardent les lestres 	Car ses nons est escris el chief de ceste lame. |ors uait lancelot cele part |et trueue les lettres 	car son nom est escript ou bout de celle lame. |Lors uait lancelot celle part |si regarde les lectres 	car son nen est escript au chief de celle lame/ |lors ua lancelot celle part sy treuue les lettres 	que ala cabezera dela su tumba lo fallaredes escrito e lançarote se fue ala cabeça dela tunba |e fallo las letras 	ché suo nome est scritto nel capo di quella lama». |Iiol Allor va Lancellotto in quelle parti, |si riguarda le lettere grandi e spatiose, formate di fino oro, 
