	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
470|471	qu'il n’en soit portez fors de çaiens;|si somes. V. 	que il nen soit portes hors de saiens. |Si i somes .u. 	quil nen soit portes de chaiens. 	quil nen soit porte de ceans. 	qu il ne soit porte hors de ceans. |Si sommes cinq pour le garder chacun iour: 	quelo no lleuen dende aqui 	che no ne sia portato fuori di|qua entro; |sì siamo qui v. 
472	por garder le de jors, par nuit en i a autres. V. 	por le garder chascun ior. |et par nuit en i a autre .u. 	Si sommes. v. por lui garder cascun ior. |Et la nuit en y a autres. v. 	si y sommes u. pour le garder chascun iour. |Et de nuyt en y a autre cincq 	et par nuit en y a autres cinq 	e nos lo guardamos çinco caualleros de dia |e otros çinco de noche 	per lui guardare ciascuno giorno, |e per la notte ce n’à altri cinque 
473	qui font autretel servise comme nos faisons de jors. — 	qui font autretel seruise com uos faisons de ior. 	qui font autretel seruice |comme nous faisonz de ior. 	qui y font tel seruice |comme nous faisons chascun iour. 	qui font autel seruice |comme nous faisens de iour. 	que no façemos 	che fanno altrettale servigio |come noi facciamo il giorno. — 
474|475|476|477	Et por quoi, fet Lancelos, avez vos poor |qu’il n’en soit portés? — Sire, font il, |por ce que uns des freres de çaîens |qui molt est preudom et de sainte vie nos dist n’a encor gaires 	et porcoi fait lanc᷑. auez uos pa our que il nen soit portes. |SIre font il |por ce que uns freres de saiens |qui est mout preudoms et de sainte uie nos dit na encore gaires 	Et de coi aues vous paor fait lancelot. Sire font il vnz des freres de chaiens |qui moult est de sainte vie Nous dist na encore gaires 	Et pour quoy fait elle auez uous paour |quil en soit ouste. Sire font ilz pour ce que ung des freres de ceans |qui moult est preudomme et de sainte uie nous dist na encor gueres 	Et pour quoy auez uous paour fait lancelot |quil ne soit emporte. Sire fent ilz pource |que ung des freres de ceans nous dist na encores gaires 	y al Auedes miedo dixo Lançarote |que voslo lleuen de aqui |señor dixeron ellos |si que vn fraile de aqui |que mucho es buen ome e de sancta vida nos a dicho 	E|perché, disse Lancellotto, avete voi paura |che non ne sia tratto? — Sire, dicono elli, per ciò che uno de frati di qua entro, che molto est produomo e di santa vita, |no disse, non à ancora guari, 
478	que uns chevaliers vendroit ceste part 	que uns cheualiers uandroit ceste part 	que vns cheualiers vendroit chaiens 	que ung cheualier uiendroit ceste part 	que ung cheualier uendroit ceste part 	que vn cauallero vernia aesta tierra 	ch’uno cavaliere verebbe in queste parti 
479|480	qui a force l’en osteroit |et fors de cest païs l’en feroit porter. 	qui a force len osteroit. |et fors de cest pais len feroit porter 	qui par sa force len osteroit. |et le feroit mener hors de cest pais. 	qui a force sen osteroit et hors de ce pays len feroit porter deuant nous 	qui a force len osteroit |et hors de ce pais le feroit porter 	que por fuerça lo lleuaria desta tierra 	ch’a forza ne l trarebbe |e 'l manderebbe fuori di questo paese, a nostri occhi vegendo.
481	Et nos, gens de ceste terre, voldrions miels morir	et nos gens de ceste terre uodriens miex morir 	Et nos gens de ceste terre voldroient miex morir 	Et nous de ceste terre aymerions mieulx mourir 	et nos gens de ceste terre aymeroient mieulx mourir 	e las gentes desta tierra querrian antes ser muertos 	E noi di questa terra voremo meglio morire 
482|483|484|485|486|487|488	qu’il fust remués d’entre nos : |por ce si le gardons issi com vos veez, |lar li preudom i nos dist |que li chevaliers ne demoreroit pas |qu’il ne venist — |Or me dites. fet Lancelos, ne fu cil molt haus princes |a cui l’en fist si haute sepulture? — Sire, font cil, haus hom fu il et riches; avec ce 	quil fust remuez dantre nous. porce |si le gardons ensi com uos ueez. |Car li preudons nos dit |quil ne demorroit mie: |quil ne uenit. |Or me dites fuit lanc̃ ne fu cil mout riche princes a cui si riche sepouture fu faite. Sire font a haus hons et riches fu il. 	quil fust remues dentre nous. |Et por chou le gardons nous ensi |comme vous vees. |car li preudom nous dist ke li cheualiers ne demourroit pas |ke il ne uenist |Or me dites fait lancelot. |et ne fu cils cheualiers moult haus homs a qui on fist ceste sepulture. Sire font il haus homs fu il et riches. 	quil fust remue dentre nous |pour ce le gardons nous ainsi |comme uous ueez |Car le preudomme nous dist |que le cheualier ne demourroit pas |quil ne uenist De celle mesmes matiere dessus dicte. |Or me dictes fait lancelot. fut il pas moult hault prince |a qui len fist si riche sepulture. Sire font ilz il fu si riche |et o tout ce 	que il fust remue dentre nous |car le preudomme nous dist|que le cheualier ne demouroit pas |quil ne uenist. |Or me dictes fait lancelot. Ne feust pas cest cheualier hault prince |a qui len feist ceste sepulture. Sire font ilz ce fust ung hault homme et riche/ 	que el fuese lleuado de entre nos e poreso lo guardamos |asi como vedes ca el ome bueno nos dixo |que no tardaria mucho el buen cauallero |Que no viniese alo sacar Agora me deçid dixo lançarote quien fue este tan Rico prinçipe |que yaze entan rrica sepultura Señor Dixeron ellos 	che fosse rimutato di tra noi, |perciò si l guardiàn noi, |insi come vo' vedete, ciascuno giorno e ciascuna notte, |ché l produomo no disse |che l cavaliere non dimorebbe passo a venire». o! ee- |Or mi dite, disse Lancellotto, non è quelli molto alto principe |a cui l’uomo fece si ricca sepoltura? - ire, dicono elli, alto huomo fu elli e ricco, 
489	qu’il fu haus hom fu il li plus preudom 	et li plus prendons 	Et auec chou fu il li plus preudoms 	quil fu si hault homme. il fu le plus preudomme	auec ce fust le plus preudomme 	Mucho fue alto ome e el mas noble 	e con tutto che fu alto huomo de più del mondo, fu elli el più produomo 
490|491	qui onques fust a son tens. — |Ha, Diex, fet Lancelos, 	qui onques fust a son tans. |Ha: diex fait il 	qui fust a son tamps. |Ha : diex fait lancelos 	qui oncquez fust en son temps. |haa dieu fait il 	qui onques fust en son temps. |Haa dieux fait lancelot 	Que nunca fue visto ay dios dixo lançarote quien fue señor dixeron ellos 	ch’unque fosse a suo |tempo.—Ha!, Iddio, disse Lancellotto, 
492	qui fu il ?— Sire, font il, se vos conoissiés letres, veoir le porriés, 	qui fu il. Sire font il se uos quenoisiez lestre sauoir le poez 	qui fu il. Sire font il |se vous connissies point de lettres vous poes bien sauoir 	qui fut il. Sire font il |se uous cognoissez lectres uous le pourrez tantost sauoir. 	qui fust il. Sire font ilz sy uous cengnossies lettres bien pouries scauoir |qui il fust/ 	si sabedes leer vien podedes saber quien es el |que aqui yaze 	chi fu elli? — Sire, dicono elli, |se vo' conoscete lettere, sapere il potete per tempo, 
493	kar ses nons est escris el chief de cele lame. » 	Car ses nons est escris el chief de cele lame. 	qui il fu. |Car ses nons est escris el chief de ceste lame. 	car son nom est escript ou bout de celle lame. 	car son nen est escript au chief de celle lame/ 	que ala cabezera dela su tumba lo fallaredes escrito 	ché suo nome est scritto nel capo di quella lama». |Iiol 
494|495	Lors va Lancelos cele part, |si regarde les letres 	Lors ua lanc̃. cele part |et regardent les lestres 	ors uait lancelot cele part |et trueue les lettres 	Lors uait lancelot celle part |si regarde les lectres 	lors ua lancelot celle part sy treuue les lettres 	e lançarote se fue ala cabeça dela tunba |e fallo las letras 	Allor va Lancellotto in quelle parti, |si riguarda le lettere grandi e spatiose, formate di fino oro, 
496|497	qui dient: «|Ci gist Galehout li fiz a la Jaiande, li sires des Lointaignes Isles a, 	qui dient: |ci gist Gał̾ li fiz a la bele iaiende des longainnes illes et li sires de sorelois. 	qui disoient. |Chi gist Galehols li fils a la bele iaiande li sires dez lontaignes illes 	qui dient. |Cy gist galehot le filz a la geande se sirz des loingtaines ysles 	qui disoient. Icy gist gallehault le filz a la gayande 	que deçian aqui yaze galeote el fijo dela fermosa Jaiana 	che dicieno: |“Qui giace Galeotto, il figliuolo della Bella Gigante, il signore de-lLontane Isole 
498	qui por l’amor de Lancelot morut. » 	qui por lanmor lanc̃. del lac morut. 	qui por lamor de lancelot del lac morut 	qui mourut pour amour de lancelot. 	qui pour lamour de lancelot mourust/ 	que por amor de lançarote murio 	che per l’amore di Lancellotto mori . 
499	Et quant il vit ce, 	et quant il uoit ce 	Et quant il voit chou	Et quant il uoit ce 	et il uoit ce 	e quando lançarote ovo las letras leydo cayo amorteçido en tierra |e estubo ansi gran pieça 	E quand'e vede ciò, 
500	si chiet pasmés et gist grant piece a terre sans mot dire; 	si chiet pasmez |et gist grant piece a terre sans madire. 	si chiet a terre tous pasmes |et iut grant piece sans dire mot. 	si chiet pasme |et gist grant piece a terre sans dire mot. 	si chiet pausme. |et geust grant piece a terre sans mot dire	que no pudo fablar 	si cadde ispasimato |e giacque gran peza a terra sanza motto dire. 
501	et li chevalier le corent relever, 	et li cheualier le corent releuer. 	Et li cheualier coerent a lui |por e lui releuer 	Et le cheualier le couru releuer. 	et les cheualiers le courent releuer 	e los caualleros fueron ael |porlo leuantar 	E cavalieri il corsono a rilevare, 
502	si se merveillent molt 	si se merueille mout 	qui moult sesmerueillent 	Si se merueillent moult tous 	si se merueillent 	e mucho se marauillauan 	si si maravigliarono molto tutti 
503	qu’il puet estre. 	que il puet 	qui il poet estre.	quil puet estre. 	qui il peult estre. 	que podia Aquello ser 	chi egli può essere, 
504|505|506|507|508	Et quant il revint de pasmison, |si s’escrie: «|Ha, las! |Quel dolor et quel damage!» |Et lors fiert l’un poing en l’autre 	estre.et quant il reuient de pasmissons |si sescrie. |halas quel dolor et quel damage. |et lors fiert lun pong a lautre 	Et quant il est reuenus de pasmisons. |si dist ha : diex quel doel et quel damage et quel anui. |Lors fiert lun poing sor lautre. 	Et quant il reuient de pamesons si sescrie. helas quel douleur et quel dommage. |et lors fiert dung ponig en lautre 	Et quant il est leue de paumoisens |si se escrie et dist/ |Helas quelle douleur |quel ennuy	e quando lançarote acordo començo a dar vozes |e a dezir ay que duelo |e que daño |e luego començo a dar del vn puño enel otro 	e quand’e' può rivenire di spasimagione, |si grida: «A!, lasso, qual dolore e quale damaggiob. |Allor fiede l’uno pugno a l’altro 
509	et esgratine son viaire 	et esgratine son uiaire. 	et esgratine son visage.	et esgratine son uiaire 	et quel dommage/ 	e a rrascar el Rostro 	e sgraffia suo viso, 
510|511	si qu’il en fet le sanc salir de totes pars, |si se prent as chevels 	et or fait le sanc de totes pars saillir. |Si se prant as cheuex 	si quil en fait le sanc saillir. |Si se prent par ses cheueus 	si quil en fait saillir le sang de toutes pars. |Si se prent es cheueux 	lors se tourne a part 	asi que la sangre le salia por todas partes |e a mesar sus fermosos cabellos 	sicché ne fa il sangue salire di tutte parti, |e si prende e dirappa e be' capelli, 
512|513|514|515|516|517|518|519|520	et se fiert grans cops del poing en mi le front et en mi le pis |et crie si durement |qu’il n’i a celui |qui tote pitiés n’en preigne; |si se laidenge |et maldit l’ore |qu’il fu nes |et dit: « |Ha, Diex ! 	et se fiert grant corx del pong el fronc et enmi le piz. |et crie si durement |qul ni a celui |qui pitie nen prangne. |et maudit leure |quil fu nez |et dit ha diex que perte 	et se fiert del poing grans cops en mi le vis. |et pleure si durement |que il ni a celui |qui nen ait pitie. Si laidenge et maudist leure |que il onques fu nes 	et se fiert grans coups du poing ou front |et ou pis et cris si fort qͥl ny a celuy |qui nen ait toute pitie. |si se ledenge et maudit leure |dont il fu ne et dist. 	et pleure |et crie monlt durement |si que cest pitie de le uoir et mauldit leure |qui fust onques ne et dit.|Haa dieux 	e a darse puñadas grandes enel rrostro e enlos pechos e a dar tales vozes |que todos auian piedad del e maldeçia el dia en que fuera nasçido |e deçia ay que duelo |e que daño morir el mejor ome del mundo porel mas mal Cauallero |e mas malauenturado 	e si fiede gran pugni nel miluogo della faccia e nel miluogo del petto, |e grida si duramente |che non v’à colui |che tutta piatà non abbia. |Si si ladeggia |e maladice l’ora |che fu nato,|e dice: 
521|522|523|524|525|526	Quel damage, |quel perte del plus preudome del monde |qui mors est por le plus vil chevalier et por le plus malvés |qui onques fust ! |Tant fet Lancelos grant duel |que tuit cil de laiens le vienent regarder a merveille; 	et quel dammage del plus preudome del |monde.qui mors est por le plus uil cheualier et por li plus mauuais del monde. |Tant fait Lanceloz grant cri et grant plain |que tuit cil de laiens le uon esgarder. 	quant si preudoms est mors pour lui Moult fait lancelot grant doel et grant cri. |et tant que cil de laiens le regardent a meruelles 	haa dieu quel dommage et quelle perte du plus preudomme du monde |qui est mort pour le plus uil cheualier et pour le plus mauuaiz |qui onc̃qz fust |Tant fait lancelot grant deul et grant plour |que tous ceulx de leans le uiennent regarder a merueille 	quel dommage |et quelle parte du plus preudomme du mende. ceulx de leans le regardent a merueilles/ 	que enel es Mucho fiço lançarote gran llanto |e daua tales vozes |que todo el mundo lo cataua 	Al, quale damaggio e quale perdita del produomo del mondo |ch’è morto per lo più malvagio cavaliere del mondo |e ch’unque fosseb. anto fa Lancellotto gran duolo |che tutti |que di là entro el vengono a risguardare a maraviglia, sillo domandano 
527|528	si li demandent qui il est |et il ne puet mot dire, 	Si li demandent |qui il est. |et il ne lor uost mo dire 	Si li demandent |qui il est. |Et il ne lor pot mot dire 	si luy demandent |quil est. |et il ne leur puet mot dire 		e se marauillaua del e preguntaronle como auia nombre 	chi egli è, |ed e' non lor può motto dire, 
