	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
399	donc le vos dirai je. ll est voirs 	dont ie uos dirai ge. Il est uoirs 	dont le vous dirai iou IL fu voirs 	dont uous diray ie. Il est uoir 	Par dieu sire denc fait elle le uous diray ie. Il fut uoir 	por que vos llorades 	diss’ella, |dunque il vo dirò io. Egli è vero
400|401	que Meleagans, li fiz al roi Baldemagu, ala a la cort le roi Artu por la roine Genievre conquerre, |s’il peust; 	que meleagant li fiz le roi bademagu ala oan a la cort le roi artu. |Por la roine reconquerre|ce il peust. 	que melyagans li fiex au roy baudemagu ala a la cort au roy artu pour la royne genieure conquiere. 	que meleagant le filz du rop bandemagu alla a la court du roy artus |pour conquerre la royne genieure |sil eust peu. 	que meleagant le filz du roy bademagus alla a la court du roy artus pouc la royne genieure conquerre. 	Ca yo porne enello el mejor Remedio |que puede ser 	che Meleagante, il figliuolo del re Bando di Maguzo, andò uguanno alla corte del re Artù per la reina Ginevra |conquidere, se potesse. 
402	et endementiers fist tant une damoisele 	et andementiers fist tant une damoisele 	Et endementres fist tant vne damoisele 	Cependant fist tant une damoisele 	En dementiers fist tant une damoiselle 	si es cosa que vos pueda ayudar Enel nombre de dios dixo la donçella |pues vos os afincades tanto 	eE|dimentre, fece tanto una damigella 
403|404	qui estoit? sa suer |qu’ele geta Lancelot d’une tor ou Meleagans l’avoit mis en prison, 	qui estoit suers meleagan: 	qui sa suer estoit. |que elle geta lancelot de prison dune tour |ou il estoit mis : iou ne sai porcoi 	qui estoit sa seur |quelle gecta lancelot du lac dune tour |ou meleagant lauoit mis en prison ie ne scay 	qui sa seur estoit |que elle iecta lancelot hors de prison de une tour la 	que vos diga enque manera es |e que cosa es lo 	ch’era sua serocchia |ch’ella gittò Lancellotto di Lac d’una torre |ove Meleagante l’avea messo in 
405|406|407	ne sai por quoi. |Quant ele l’ot delivré, |si le tint avec li tant 	que ele ieta lanc̃ dune tor 	Ouant elle lot deliure. |si le tint aueques li. tant	pour quoy|Quant elle leut deliure |si le tint auecquez luy |tant 	ou il lauoit mis. |Quant elle leust deliure elle le tint auec elle 	porque yo lloro |yo voslo dire |asi es que fiço tanto vna donçella 	pregione, non so perché.|Quand’ella l’ebbe |dilivero, |si l tenne con esso lei non so quanto, tanto 
408|409	qu’il fu garis, |kar molt avoit eu mesaise en la prison, 	ou meleagans lauoit mis en prison. 	quil fu garis |Car moult auoit eu mesaise en la prison. 	quil fu guery. |car moult auoit eu mesaise en la prison. 	tant qu il fut gary: |et moult y auoit eu mesaise. 	Que hera hermana de Meliangas |que saco dela prision a lançarote |quelo tenia envna torre Meliangas no sabia |porque |e quando el fue libre ella lo tubo en su poder fastaque fue guarido |ca mucho auia enpeorado dela prision 	ch’ella el |guari, |ché molto avea avuto misaggio nella prigione. |Quand’e fu tornato a 
410	et puis l’envoia a la cort le roi Artu 	et puis lenuoia a la cort le roi artu 	Et Io puis quant il fu garis |si lenvoia a la cort au roy artu 	Et puis lenuoya a la court du roy artus 	et puis lenuoia a la court du roy artus la 	e des que fue guarido fuese ala corte del Rey Artur 	guarigione, sillo inviò alla corte del re |Artù, 
411|412|413	ou il ocist Meleagan, |ce savons nos or bien.|Mais si tost com li parent sorent 	ou il ocit .mel̾. |ci sauons nos ore bien. |mais si tost com cil parent sorrent 	ou il ochist melyagant chou sauons nous bien. |Mais si tost |que si parent le sorent 	ou il occist meleagant ce scauons nous ores bien. |mais si tost |que les parens meleagant sceurent	ou il occist meleagant. |mais tantost |que ses parens sceurent 	e Mato alla a meliangas |segund cuido que oystes mas tan ayna como sus parientes lo supieron 	ov’elli uccise |Meleagant, ciò sapiamo noi ora |bene.Ma si tosto come i parenti di Meleagante seppono 
414|415	qu’ele avoit Lancelot osté de la prison, |si distrent 	que ele auoit iete lanc̾ de prison; |si dirrent 	que elle auoit lancelot gete de prison |Si distrent 	quelle auoit oste lancelot de la prison si distrent 	que elle auoit iecte lancelot hors de prison 	que ella auia hechado dela prision a lançarote Dixeron |quelo auia fecho 	ch’ella avea tratto di pregione |Lancellotto, sì dissono 
416|417|418|419|420|421	qu’ele l’avoit fait por Meleagan ocirre; |si le pristrent a force |et l’acheisonerent de sa mort |et distrent |que, s’ele ne trovoit |qui l’en desfendist. 	que ele lauoit fait |por mes. ocirre. |Si la prissent a force et locoisonent de sa mort. |et dirent |que cele ne trouoit |qui la desfandit 	que elle lauoit fet pour melyagant ocirre |Si le pristrent a force |et locoisonnerent de sa mort. |Et distrent |que se elle ne trouuast |qui len deffendist 	quelle lauoit fait pour occire meleagant. |Et la prindrent a force |et laccuserent de sa mort et distrent |que selle ne trouuoit |qui la dessendist 	ilz la occuperent de la mort de meleagant. |et fut dit |que se elle ne trouuoit |qui la deffendist	por amor de Meliangas delo matar |e tomaronla afuerça e pusieronla en prision |e dixeron que si no fallare quien la defender de aquesto 	ch’ella l’avea fatto per Meleagante |uccidere, |si-lla presono a forza |e la cagionarono di sua |morte, |e dissono |che, |s’ella non trovasse |chilla |difendesse, 
422	qu'il feroient de lui justice si grant	quil feroient de li iustice tele 	que on feroit de li autel iustice 	quilz feroient telle iustice de lie 	que len feroit de elle telle iustice 	que farian della grand justiçia 	ch’elli farebono giustitia di lei si grande 
423	com l’en doit fere de cele 	com len deuoit faire de fame 	com on deueroit faire de femme 	que len deuroit faire de femme 	que len deuoit faire de femme 	Como deuen de fazer de muger 	come l’uomo dee fare di femina
424|425	qui son frere ocist. |Et ele dist 	qui son frere ocist. |et ele dist 	qui son frere auoit ocis. |Et elle dist 	qui son frere a occis. |Et elle dist 	qui son frere auoit occis. |Et elle dit 	que asu hermano auia muerto e ella dixo 	che suo fratello uccide. |Ed ella disse 
426|427	qu’ele troveroit bien |qui la desfendroit: 	que le troueroit bien|qui la desfanderoit. 	quele le trouueroit bien 	quelle trouueroit bien |qui la defendroit	que elle trouueroit bien |qui len deffendroit. 	que bien fallaria quien la defendiese 	ch’ella il troverebbe bene |chi ne la |difenderebbe, 
428	si mist jor d’amener I. chevalier por li desfendre, 	Si mist ior damener .i. cheualier |por li desfandre.	Si mist iour dun cheualier amener auant. |pour li desfendre. 	si a mis iour damener auant ung cheualier |pour la deffendre. 	Si lui fut iour determine de trouuer ung cheualier pour elle deffendre. 	e luego pusieronle dia señalado Parase defender |Por cauallero 	sì ànno messo giorno d’a- menare uno cavaliere per lei |difendere, 
429|430	si s’est puis porchaciee en Pluisors liex,|mais onques ne trova chevalier 	Si cest puis porchacie en plusors lieus. |mais onques ne troua cheualier	Si sen est puis pourchascie en pluisors lieus. |mais onques ne troua cheualier 	si sest puis pourchacee en plusieurs lieux. |mais oncquez ne trouua cheualier 	Et elle a depuis pour chasse en plusieurs lieux |mais oncques ne trouua cheualier 	e ella ymbio a buscar por muchos lugares quien le defendiese mas nunca a podido fallar Cauallero 	si se n’è poscia procacciata in più luogora, ma unque non trovò ancor cavaliere 
431	qui ses armes en osast prendre contre celui 	qui ses armes en ossast prandre encontre celui 	qui sez armes en osast prendre encontre celui 	qui armes en osast prendre encontre celuy 	qui ses armes osast prendre centre celui 	que armas quiera tomar contra aquel Cauallero 	che sue armi osasse imprendere incontro a colui
432	qui apelee l’avoit. 	qui apelee len auoit.	qui apelee len auoit. 	qui lauoit appellee. 	qui lauoit appelle. 	que deste pleito la a Reptado 	che apellato |l’à. IOr 
433|434	Or si est tant la chose alee |que li jors est aterminés a hui ; 	Or si est tant la chose alee |que li iors fu A termines a hui. 	Ore est la chose |tant alee |que li iors fu atermines a hui. 	Ores est tant la chose alee |que le iour est termine a huy. 	Or est tant la chose allee |que le iour est ennuy termine: 	e el Plazo se cumple Mañana ental manera 	si è tanto la cosa andata |che 'l giorno est aterminato a |oggi, 
435|436	si n’a trové la pucele nul desfendeor |et por ce dient li un et li autre 	Si ne trueue la pucele nul desfandeor. |et por ce dient |et li un et li autre 	si na trouue nul desfendeour |Et pour chou dient li vn et li autre	si na encor trouue la pucele nul deffendeur. |Et par ce dient les ungs et les autres 	si na trouue nul desfendeur. 	que si fasta ora de terçia no falla defensor tomaran della luego vengança 	si non à ancor trovato la pulcella|difenditore, |e perciò dicono gli uni e gli altri 
437|438	qu’ele est atainte del meffet |que l’en li met sus : 	que ele est atainte dou meffait : |que len li met sus. 	quele est atainte del mesfait |que on li a mis sus. 	quelle est atainte du meffait |que len luy mect sus. 		e la vengança sera tal 	ch’ella è agiunta del misfatto |che l’uomo le mette suso. 
439|440|441	si l’ont jugiee, |ce m’est vis, a ardoir le matin |et por ce 	Si lont iugie ce mest uis le matin a ardoir. |et por ce 	si lont iugiee lal ardoir le matin. |Et pour chou 	si lont iugee |si mest aduis a ardoir le matin. |Et pour ce 	et pource lont iugiee a estre arse au matin |et cest la cause 	que la Quemaran 	Si-ll’anno |giudicata, ciò m’è aviso, ad ardere domattina, e per ciò che me ne ricordo, ora 
442|443	qu’il m’en membroit, |or em ploroie je si durement, 	quil men menbroit ore ploroie ge si durement. 	quil men ramenbroit ore ploroie iou 	quil men menbroit ores plouroye ie si fort. 	qui me fait plourer 	e poresto lloro yo asi tan fuertemente 	quand’io vo vidi piagnea io si |duramente, 
444	kar certes ele estoit une des plus cortoises damoiseles ! del monde et une des plus vaillans. — 	Car certes ele est une des plus cortoises damoileles dou monde et une des plus uaillans. 	Car elle estoit vne des plus hautes damoiseles del monde et des plus uaillans 	car elle estoit une des plus uaillans et des plus courtoises damoiseles du monde De celle mesmes matiere dessus dicte. 	car elle estoit une des plus haultes damoiselles du monde: et des plus uaillantes. 	porque aquella es vna delas altas donzellas del mundo 	ché certo ella era una delle più belle e delle più cortesi damigelle del mondo |e una delle più valentri». 
445	Or me dites, damoisele, fet Lancelos, 	Or me dites damoisele fait lanc̃. 	CAr me dites |dont damoisele fait lancelot.	Or me dictes damoisele fait lancelot	OR me dictes damoiselle fait lancelot 	agora me deçid donçella dixo lançarote 	Or mi dite, |damigella, disse 
							Lancellotto, 
446	et s’ele trovoit demain 	se le trouoit 	se elle trouoit demain |O 	et selle trouuoit demain 	se elle trouuoit demain 	si ella fallase 	s’ella trovasse domane |chi ne la 
447|448|449|450|451	qui la deffendist, |dont ne seroit ele quite del jugement |que l’en a fet ? — Sire, fet ele, je ne sai. —|Et est ce, fet il, gaires loing |que ele est ? — Sire. fet ele, il n’i a que. VI. lieues englesches. 	qui la desfendist |dont ne seroit ele quite del iugement |que len li a fait. sire fait ele ie ne sai. |et esse fai il gaires long. sire il ni a que .ui. lieues englesches. 	qui le desfendist |dont: ne seroit elle quite del iugement. Sire fait elle iou ne sai. |Et est chou fait il loing de ci. Sire fait elle il ni a|que vi lieues englesches. 	qui la deffendist |ne seroit alle pas quicte du iugenent |que lon a fait. Sire fait elle ie ne scay.|et est ce fait il gueres loing |quelle est. Sire fait elle il ny a que six lieues anglesches. 	qui la deffendist ne seroit elle pas quicte du iugement. Sire dit elle ie ne scay. |Et esse fait il gaires loingz dicy. Sire dit elle il ny a que six lieues anglesches/ 	tras quien la defendiese |seria ella quita del todo |señor |dixo ella no se E es muy lexos de aqui ado ella esta dixo lançarote |señor dixo ella no ay mas de aqui alla de seis leguas ynglesas 	difendesse, dunque non sarebbe ella cheta del giudicamento |che l’uomo l’à fatto? - |Sire, disse |ella, i' non sO. — Est ciò,|diss’elli, guari lungi |dov’ella est? — |Sire, disse 
							ella, 
							e' non ci à che sei leghe 
452	Se vos leviés demain matin, vos i seriés ains prime. — 	se uous leuiez demain matin |uus i seriez ains tierce. 	Se vous moues demain matin vous y seres dedens prime 	se uous leuiez demain matin uous y seriez auant prime 	et|se uous partiez demain matin uous y seriez demain a prime. 	e si quisieredes Bien podedes yr alla a ora de Prima Ado la podre fallar 	inghilesche:se vo' vi levate domane mattino vo' vi sarete inanzi |prima. 
					Et		
453|454	Ou le porrai je, fet il, trover ? — |Al chastel a, fet ele, de Floego 	Ou la porroie ge fait il trouer. Au chastel fait ele de floego. 	Et ou le porroie iou fait il trouuer. |En la forest fait elle de floregas. 	Ou la pourray ie fait il trouuer|ou chastel de fleago fait ella 	ou la pourroie ie fait il trouuer. En la forest de florega:	dixo lançarote enla floresta de donseglorega dixo la donçella 	—E ove la potrò io, disse, trovare?-Al |castello, diss’ella, di |Fleego, 
455	et cis chemins vos i menra droit, 	et ciz chemins uos i merroit 	Et chis chemins vous y menra tot droit 	et ce chemin uous y mennra droit 	et ce chemin icy uous y menera tout droit 	e este camino vos lleuara alla 	e questo camino vo' vi menerà tutto diritto 
456	se vos le volés tenir. — 	se uos le uoliez tenir. 	se vous le saues tenir 	se uous le uoulez tennir. 	se uous le sauez tenir. Il se part de la damoiselle 	si lo supieredes guardar 	se voi il volete |tenere. — 
457|458	Or vos commant a Dieu, damoisele », fet il.|Si s’em part atant 	Or uos comant a dieu damoisele fait il. |si sen part. 	Or vous commanch iou a dieu damoisele fait il. |si sen torne atant. 	Oe uous commande ie a dieu damoisele fait il. |si sem part atant 	et la commande a dieu. 	Pues a dios vos encomiendo dixo el |e luego se partio el vno del otro 	Or vo comando a dDio, damigella, diss’ell». |Si si parte |atanto, 
